Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles
1-00584-0046,53 MORTON STREET,GREENWICH VILLAGE-WEST,D4  -ELEVATOR,73,1900,"40,180","1,835,824",45.69,"666,586",16.59,"1,169,238","9,500,000",236.44,1-00588-0078,23 GROVE STREET,GREENWICH VILLAGE-WEST,D3  -ELEVATOR,25,1888,"11,838","392,193",33.13,"94,112",7.95,"298,081","2,426,000",204.93,0.12,1-00633-0013,326 WEST 11 STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,31,1920,"19,260","879,989",45.69,"265,981",13.81,"614,009","4,990,000",259.09,0.3,1-00624-0041,300 WEST 12 STREET,GREENWICH VILLAGE-WEST,D9  -ELEVATOR,54,1920,"34,872","1,691,292",48.50,"509,480",14.61,"1,181,812","9,588,000",274.95,0.41
1-00584-0061,79 BEDFORD STREET,GREENWICH VILLAGE-WEST,D4  -ELEVATOR,36,1954,"24,635","1,000,920",40.63,"240,684",9.77,"760,236","6,193,000",251.39,1-00592-0042,84 GROVE STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,20,1885,"16,400","658,460",40.15,"226,976",13.84,"431,484","3,605,000",219.82,0.22,1-00586-0040,45 CARMINE STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,34,1958,"15,575","632,812",40.63,"152,168",9.77,"480,645","5,401,000",346.77,0.13,1-00634-0016,110 BANK STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,61,1957,"42,258","1,823,010",43.14,"543,015",12.85,"1,279,995","11,096,000",262.58,0.33
1-00585-0012,482 HUDSON STREET,GREENWICH VILLAGE-WEST,D4  -ELEVATOR,36,1940,"24,192","1,167,990",48.28,"342,075",14.14,"825,915","6,701,000",276.99,1-00588-0009,26 GROVE STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,43,1926,"22,392","1,036,526",46.29,"404,400",18.06,"632,126","5,137,000",229.41,0.07,1-00582-0020,60 LEROY STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,37,1941,"22,242","1,085,854",48.82,"309,164",13.90,"776,691","6,296,000",283.07,0.16,1-00592-0080,125 WEST WASHINGTON PLACE,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,30,1926,"17,688","853,977",48.28,"250,108",14.14,"603,868","4,899,000",276.97,0.24
1-00586-0011,22 LEROY STREET,GREENWICH VILLAGE-WEST,C6  -WALK-UP,24,1910,"14,166","706,317",49.86,"204,699",14.45,"501,618","4,063,000",286.81,1-00586-0056,14 MORTON STREET,GREENWICH VILLAGE-WEST,C4  -WALK-UP,20,1910,"9,305","418,539",44.98,"116,126",12.48,"302,413","2,460,000",264.37,0.04,1-00583-0024,40 MORTON STREET,GREENWICH VILLAGE-WEST,C4  -WALK-UP,15,1900,"9,555","523,041",54.74,"156,893",16.42,"366,148","2,951,000",308.84,0.12,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-00586-0081,25 LEROY STREET,GREENWICH VILLAGE-WEST,C6  -WALK-UP,20,1910,"9,415","590,603",62.73,"158,078",16.79,"432,525","3,456,000",367.07,1-00586-0009,26 LEROY STREET,GREENWICH VILLAGE-WEST,C5  -WALK-UP,24,1907,"11,934","710,312",59.52,"176,385",14.78,"533,927","2,543,000",213.09,0.04,1-00586-0056,14 MORTON STREET,GREENWICH VILLAGE-WEST,C4  -WALK-UP,20,1910,"9,305","583,703",62.73,"156,231",16.79,"427,472","2,460,000",264.37,0,1-00586-0079,21 LEROY STREET,GREENWICH VILLAGE-WEST,C4  -WALK-UP,24,1900,"10,524","684,586",65.05,"193,326",18.37,"491,260","3,801,000",361.17,0
1-00588-0007,22 GROVE STREET,GREENWICH VILLAGE-WEST,D4  -ELEVATOR,35,1930,"20,370","942,927",46.29,"367,882",18.06,"575,045","4,673,000",229.41,1-00588-0009,26 GROVE STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,43,1926,"22,392","1,036,526",46.29,"404,400",18.06,"632,126","5,137,000",229.41,0,1-00592-0080,125 WEST WASHINGTON PLACE,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,30,1926,"17,688","853,977",48.28,"250,108",14.14,"603,868","4,899,000",276.97,0.17,1-00588-0078,23 GROVE STREET,GREENWICH VILLAGE-WEST,D3  -ELEVATOR,25,1888,"11,838","392,193",33.13,"94,112",7.95,"298,081","2,426,000",204.93,0.04
1-00588-0043,104 BEDFORD STREET,GREENWICH VILLAGE-WEST,D4  -ELEVATOR,30,1890,"14,328","691,756",48.28,"191,852",13.39,"499,904","4,056,000",283.08,1-00588-0009,26 GROVE STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,43,1926,"22,392","1,036,526",46.29,"404,400",18.06,"632,126","5,137,000",229.41,0.04,1-00592-0080,125 WEST WASHINGTON PLACE,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,30,1926,"17,688","853,977",48.28,"250,108",14.14,"603,868","4,899,000",276.97,0.18,1-00586-0040,45 CARMINE STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,34,1958,"15,575","868,151",55.74,"197,491",12.68,"670,660","5,401,000",346.77,0.19
1-00588-0048,114 CHRISTOPHER STREET,GREENWICH VILLAGE-WEST,C6  -WALK-UP,36,1908,"23,039","1,532,554",66.52,"419,310",18.20,"1,113,244","8,859,000",384.52,1-00588-0006,90 BEDFORD STREET,GREENWICH VILLAGE-WEST,C7  -WALK-UP,23,1900,"15,586","1,036,781",66.52,"283,665",18.20,"753,116","5,258,000",337.35,0.04,1-00619-0044,117 CHRISTOPHER STREET,GREENWICH VILLAGE-WEST,C7  -WALK-UP,24,1910,"10,638","754,553",70.93,"241,483",22.70,"513,071","4,029,000",378.74,0.05,1-00619-0082,87 CHRISTOPHER STREET,GREENWICH VILLAGE-WEST,C7  -WALK-UP,22,1905,"10,950","715,583",65.35,"153,738",14.04,"561,845","3,156,000",288.22,0.09
1-00589-0014,26 CORNELIA STREET,GREENWICH VILLAGE-WEST,C6  -WALK-UP,60,1920,"26,110","1,431,350",54.82,"421,938",16.16,"1,009,413","8,136,000",311.60,1-00590-0043,25 CORNELIA STREET,GREENWICH VILLAGE-WEST,C1  -WALK-UP,32,1900,"17,826","977,221",54.82,"231,916",13.01,"745,305","6,007,000",336.98,0.05,1-00590-0025,8 JONES STREET,GREENWICH VILLAGE-WEST,C4  -WALK-UP,24,1900,"11,022","616,571",55.94,"139,208",12.63,"477,363","3,845,000",348.85,0.05,1-00589-0011,32 CORNELIA STREET,GREENWICH VILLAGE-WEST,C5  -WALK-UP,26,1960,"9,293","465,115",50.05,"181,028",19.48,"284,087","2,531,000",272.36,0
1-00590-0011,277 BLEECKER STREET,GREENWICH VILLAGE-WEST,C6  -WALK-UP,22,1930,"11,578","803,976",69.44,"192,542",16.63,"611,434","4,846,000",418.55,1-00592-0029,165 WEST 4 STREET,GREENWICH VILLAGE-WEST,C7  -WALK-UP,34,1900,"20,670","1,435,325",69.44,"343,742",16.63,"1,091,583","8,302,000",401.64,0.06,1-00590-0073,182 WEST 4 STREET,GREENWICH VILLAGE-WEST,C7  -WALK-UP,25,1910,"16,220","1,126,479",69.45,"251,734",15.52,"874,745","5,847,000",360.48,0.05,1-00589-0046,11 CARMINE STREET,GREENWICH VILLAGE-WEST,C7  -WALK-UP,14,1900,"10,016","693,808",69.27,"201,822",20.15,"491,986","4,337,000",433.01,0.05
1-00590-0079,13 JONES STREET,GREENWICH VILLAGE-WEST,D4  -ELEVATOR,48,1930,"36,760","1,618,175",44.02,"625,655",17.02,"992,520","8,078,000",219.75,1-00592-0082,129 WEST WASHINGTON PLACE,GREENWICH VILLAGE-WEST,D3  -ELEVATOR,52,1924,"38,214","1,649,698",43.17,"436,404",11.42,"1,213,295","9,876,000",258.44,0.08,1-00592-0042,84 GROVE STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,20,1885,"16,400","721,928",44.02,"279,128",17.02,"442,800","3,605,000",219.82,0.08,1-00592-0080,125 WEST WASHINGTON PLACE,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,30,1926,"17,688","853,977",48.28,"250,108",14.14,"603,868","4,899,000",276.97,0.08
1-00591-0026,194 WEST 4 STREET,GREENWICH VILLAGE-WEST,D4  -ELEVATOR,162,1961,"168,332","7,839,221",46.57,"2,506,463",14.89,"5,332,758","43,299,000",257.22,1-00527-0027,10 DOWNING STREET,GREENWICH VILLAGE-WEST,D9  -ELEVATOR,125,1940,"118,467","6,431,573",54.29,"2,021,047",17.06,"4,410,526","35,580,000",300.34,0.26,1-00587-0030,51 7 AVENUE,GREENWICH VILLAGE-WEST,D7  -ELEVATOR,35,1926,"21,679","1,009,591",46.57,"322,800",14.89,"686,791","5,575,000",257.16,0.1,1-00611-0027,190 WAVERLY PLACE,GREENWICH VILLAGE-WEST,D5  -ELEVATOR,31,1926,"25,075","1,120,602",44.69,"344,280",13.73,"776,322","6,314,000",251.80,0.14
1-00591-0049,78 CHRISTOPHER STREET,GREENWICH VILLAGE-WEST,C6  -WALK-UP,15,1900,"11,565","732,643",63.35,"183,537",15.87,"549,106","4,384,000",379.07,1-00620-0068,236 WEST 4 STREET,GREENWICH VILLAGE-WEST,C4  -WALK-UP,32,1900,"21,895","1,414,636",64.61,"355,575",16.24,"1,059,061","7,114,000",324.91,0.09,1-00590-0076,7 JONES STREET,GREENWICH VILLAGE-WEST,C5  -WALK-UP,20,1900,"9,785","619,880",63.35,"155,288",15.87,"464,592","4,157,000",424.83,0.09,1-00620-0061,72 CHARLES STREET,GREENWICH VILLAGE-WEST,C4  -WALK-UP,17,1901,"9,545","576,804",60.43,"157,397",16.49,"419,407","2,126,000",222.73,0.09
1-00592-0066,375 AVENUE OF THE AMERICAS,GREENWICH VILLAGE-WEST,D4  -ELEVATOR,81,1929,"93,291","5,031,184",53.93,"1,509,448",16.18,"3,521,735","28,411,000",304.54,1-00527-0027,10 DOWNING STREET,GREENWICH VILLAGE-WEST,D9  -ELEVATOR,125,1940,"118,467","6,431,573",54.29,"2,021,047",17.06,"4,410,526","35,580,000",300.34,0.29,1-00572-0038,20 5 AVENUE,GREENWICH VILLAGE-CENTRAL,D6  -ELEVATOR,115,1940,"132,420","7,092,415",53.56,"2,000,866",15.11,"5,091,549","41,103,000",310.40,0.19,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-00593-0003,141 WAVERLY PLACE,GREENWICH VILLAGE-WEST,C6  -WALK-UP,13,1900,"6,300","348,390",55.30,"90,531",14.37,"257,859","2,077,000",329.68,1-00590-0050,283 BLEECKER STREET,GREENWICH VILLAGE-WEST,C7  -WALK-UP,18,1875,"8,125","549,656",67.65,"205,806",25.33,"343,850","2,732,000",336.25,0.15,1-00610-0041,177 WAVERLY PLACE,GREENWICH VILLAGE-WEST,C7  -WALK-UP,11,1901,"6,325","305,561",48.31,"73,686",11.65,"231,875","1,881,000",297.39,0.06,1-00612-0065,39 GREENWICH AVENUE,GREENWICH VILLAGE-WEST,C7  -WALK-UP,14,1900,"7,482","413,755",55.30,"105,945",14.16,"307,809","2,479,000",331.33,0.15
1-00595-0006,288 WEST STREET,SOHO,D0  -ELEVATOR,16,1900,"37,904","1,380,843",36.43,"493,510",13.02,"887,333","7,234,000",190.85,1-00506-0016,30 CHARLTON STREET,SOHO,D1  -ELEVATOR,86,1920,"44,256","1,588,348",35.89,"455,394",10.29,"1,132,954","12,851,000",290.38,0.35,1-00504-0036,100 SULLIVAN STREET,SOHO,D1  -ELEVATOR,70,1920,"33,750","1,255,838",37.21,"396,225",11.74,"859,613","10,810,000",320.30,0.4,1-00504-0031,110 SULLIVAN STREET,SOHO,D1  -ELEVATOR,60,1920,"38,880","1,416,398",36.43,"506,218",13.02,"910,181","9,267,000",238.35,0.4
1-00595-0011,530 CANAL STREET,SOHO,D0  -ELEVATOR,12,1900,"28,158","1,498,287",53.21,"390,551",13.87,"1,107,736","8,959,000",318.17,1-00477-0001,80 VARICK STREET,SOHO,D5  -ELEVATOR,61,1920,"125,235","6,151,543",49.12,"1,765,814",14.10,"4,385,730","16,755,000",133.79,0.29,1-00488-0037,508 BROOME STREET,SOHO,D5  -ELEVATOR,14,1900,"21,598","1,116,401",51.69,"299,564",13.87,"816,836","5,726,000",265.12,0.41,1-00488-0010,72 THOMPSON STREET,SOHO,D1  -ELEVATOR,38,1910,"19,002","1,081,784",56.93,"171,778",9.04,"910,006","8,505,000",447.58,0.41
1-00595-0016,466 WASHINGTON STREET,SOHO,D0  -ELEVATOR,20,1926,"55,352","2,191,386",39.59,"734,521",13.27,"1,456,865","11,876,000",214.55,1-00590-0022,12 JONES STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,59,1920,"48,544","1,921,857",39.59,"531,557",10.95,"1,390,300","17,621,000",362.99,0.65,1-00592-0040,80 GROVE STREET,GREENWICH VILLAGE-WEST,D6  -ELEVATOR,76,1929,"47,808","1,674,236",35.02,"506,765",10.60,"1,167,471","19,029,000",398.03,0.75,1-00593-0036,24 CHRISTOPHER STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,69,1930,"48,531","2,239,220",46.14,"559,077",11.52,"1,680,143","19,660,000",405.10,0.8
1-00595-0041,474 GREENWICH STREET,SOHO,D4  -ELEVATOR,13,1900,"25,159","979,440",38.93,"349,459",13.89,"629,981","5,136,000",204.14,1-00506-0016,30 CHARLTON STREET,SOHO,D1  -ELEVATOR,86,1920,"44,256","1,698,988",38.39,"493,454",11.15,"1,205,533","12,851,000",290.38,0.31,1-00504-0036,100 SULLIVAN STREET,SOHO,D1  -ELEVATOR,70,1920,"33,750","1,339,875",39.70,"425,250",12.60,"914,625","10,810,000",320.30,0.36,1-00504-0031,110 SULLIVAN STREET,SOHO,D1  -ELEVATOR,60,1920,"38,880","1,513,598",38.93,"540,043",13.89,"973,555","9,267,000",238.35,0.36
1-00597-0045,547 GREENWICH STREET,SOHO,D4  -ELEVATOR,11,1920,"20,068","1,100,328",54.83,"347,778",17.33,"752,550","6,066,000",302.27,1-00597-0032,305 SPRING STREET,SOHO,D7  -ELEVATOR,17,1920,"10,190","612,113",60.07,"164,263",16.12,"447,851","3,590,000",352.31,0.05,1-00488-0037,508 BROOME STREET,SOHO,D5  -ELEVATOR,14,1900,"21,598","1,071,045",49.59,"364,142",16.86,"706,903","5,726,000",265.12,0.35,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-00602-0030,603 WASHINGTON STREET,GREENWICH VILLAGE-WEST,D4  -ELEVATOR,55,1880,"70,343","3,505,895",49.84,"962,996",13.69,"2,542,899","20,597,000",292.81,1-00590-0022,12 JONES STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,59,1920,"48,544","2,419,433",49.84,"664,567",13.69,"1,754,866","17,621,000",362.99,0.33,1-00593-0036,24 CHRISTOPHER STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,69,1930,"48,531","2,736,663",56.39,"692,537",14.27,"2,044,126","19,660,000",405.10,0.45,1-00592-0040,80 GROVE STREET,GREENWICH VILLAGE-WEST,D6  -ELEVATOR,76,1929,"47,808","2,164,268",45.27,"637,759",13.34,"1,526,509","19,029,000",398.03,0.4
1-00603-0037,644 GREENWICH STREET,GREENWICH VILLAGE-WEST,D4  -ELEVATOR,40,1920,"81,040","4,133,040",51.00,"1,329,866",16.41,"2,803,174","22,686,000",279.94,1-00844-0019,33 UNION SQUARE,FLATIRON,D6  -ELEVATOR,22,1900,"51,150","3,080,253",60.22,"893,591",17.47,"2,186,663","17,531,000",342.74,0.95,1-00077-0024,82 FULTON STREET,FINANCIAL,D7  -ELEVATOR,205,1900,"159,000","6,643,020",41.78,"2,656,890",16.71,"3,986,130","32,467,000",204.19,1.57,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-00604-0014,634 WASHINGTON STREET,GREENWICH VILLAGE-WEST,C6  -WALK-UP,33,1975,"47,520","1,190,376",25.05,"595,426",12.53,"594,950","4,763,000",100.23,1-00489-0035,63 THOMPSON STREET,SOHO,C7  -WALK-UP,23,1900,"15,360","508,723",33.12,"176,486",11.49,"332,237","2,704,000",176.04,0.63,1-02010-0063,2427 ADAM C POWELL BOULEVARD,HARLEM-CENTRAL,C7  -WALK-UP,19,1910,"17,000","425,850",25.05,"187,680",11.04,"238,170","1,906,000",112.12,6.97,1-02132-0038,2374 AMSTERDAM AVENUE,WASHINGTON HEIGHTS LOWER,C7  -WALK-UP,21,1906,"14,729","346,573",23.53,"169,825",11.53,"176,748","1,406,000",95.46,8.79
1-00606-0047,126 WEST 11 STREET,GREENWICH VILLAGE-WEST,D4  -ELEVATOR,28,1930,"29,624","1,367,148",46.15,"461,542",15.58,"905,606","7,359,000",248.41,1-00592-0042,84 GROVE STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,20,1885,"16,400","721,928",44.02,"279,128",17.02,"442,800","3,605,000",219.82,0.2,1-00592-0080,125 WEST WASHINGTON PLACE,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,30,1926,"17,688","853,977",48.28,"250,108",14.14,"603,868","4,899,000",276.97,0.2,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-00607-0038,475 AVENUE OF THE AMERICAS,GREENWICH VILLAGE-WEST,D4  -ELEVATOR,85,1959,"62,772","3,344,492",53.28,"669,150",10.66,"2,675,343","21,600,000",344.10,1-00617-0021,221 WEST 12 STREET,GREENWICH VILLAGE-WEST,D6  -ELEVATOR,59,1930,"43,280","2,305,958",53.28,"485,602",11.22,"1,820,357","14,700,000",339.65,0.15,1-00618-0033,48 7 AVENUE,GREENWICH VILLAGE-WEST,D6  -ELEVATOR,162,1931,"142,204","7,290,799",51.27,"2,170,033",15.26,"5,120,766","41,405,000",291.17,0.19,1-00643-0001,521 WEST STREET,GREENWICH VILLAGE-WEST,D5  -ELEVATOR,332,1930,"434,276","24,111,004",55.52,"7,304,522",16.82,"16,806,481",135377000,311.73,0.52
1-00607-0051,111 WEST 11 STREET,GREENWICH VILLAGE-WEST,C6  -WALK-UP,20,1900,"12,962","706,559",54.51,"296,441",22.87,"410,118","3,307,000",255.13,1-00615-0112,268 WEST 12 STREET,GREENWICH VILLAGE-WEST,C4  -WALK-UP,35,1890,"20,830","1,135,443",54.51,"476,382",22.87,"659,061","5,314,000",255.11,0.18,1-00611-0031,161 WEST 10 STREET,GREENWICH VILLAGE-WEST,C5  -WALK-UP,20,1910,"11,480","582,036",50.70,"125,476",10.93,"456,560","3,695,000",321.86,0.16,1-00593-0002,139 WAVERLY PLACE,GREENWICH VILLAGE-WEST,C5  -WALK-UP,11,1900,"4,736","260,717",55.05,"91,642",19.35,"169,075","1,363,000",287.80,0.2
1-00608-0021,138 WEST 13 STREET,GREENWICH VILLAGE-WEST,C6  -WALK-UP,12,1880,"5,732","312,451",54.51,"131,091",22.87,"181,360","1,462,000",255.06,1-00615-0112,268 WEST 12 STREET,GREENWICH VILLAGE-WEST,C4  -WALK-UP,35,1890,"20,830","1,135,443",54.51,"476,382",22.87,"659,061","5,314,000",255.11,0.19,1-00615-0064,24 JANE STREET,GREENWICH VILLAGE-WEST,C4  -WALK-UP,34,1910,"13,341","737,224",55.26,"226,530",16.98,"510,693","4,116,000",308.52,0.21,1-00620-0061,72 CHARLES STREET,GREENWICH VILLAGE-WEST,C4  -WALK-UP,17,1901,"9,545","464,364",48.65,"202,068",21.17,"262,297","2,126,000",222.73,0.3
1-00608-0039,101 WEST 12 STREET,GREENWICH VILLAGE-WEST,D4  -ELEVATOR,425,1961,"364,679","17,832,803",48.90,"4,941,400",13.55,"12,891,403","104,502,000",286.56,1-00618-0033,48 7 AVENUE,GREENWICH VILLAGE-WEST,D6  -ELEVATOR,162,1931,"142,204","7,290,799",51.27,"2,170,033",15.26,"5,120,766","41,405,000",291.17,0.17,1-00590-0016,22 JONES STREET,GREENWICH VILLAGE-WEST,D7  -ELEVATOR,38,1940,"28,656","1,333,364",46.53,"341,866",11.93,"991,498","8,050,000",280.92,0.4,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-00608-0053,125 WEST 12 STREET,GREENWICH VILLAGE-WEST,D4  -ELEVATOR,34,1918,"31,128","1,804,490",57.97,"688,240",22.11,"1,116,250","8,969,000",288.13,1-00620-0078,203 WEST 10 STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,30,1920,"15,084","894,481",59.30,"312,993",20.75,"581,488","4,664,000",309.20,0.3,1-00634-0047,337 WEST 11 STREET,GREENWICH VILLAGE-WEST,D5  -ELEVATOR,62,1965,"53,500","3,029,705",56.63,"1,316,100",24.60,"1,713,605","13,791,000",257.78,0.44,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-00608-0060,137 WEST 12 STREET,GREENWICH VILLAGE-WEST,D4  -ELEVATOR,105,1900,"52,200","2,385,018",45.69,"720,882",13.81,"1,664,136","13,523,000",259.06,1-00633-0013,326 WEST 11 STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,31,1920,"19,260","879,989",45.69,"265,981",13.81,"614,009","4,990,000",259.09,0.46,1-00592-0042,84 GROVE STREET,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,20,1885,"16,400","721,928",44.02,"279,128",17.02,"442,800","3,605,000",219.82,0.3,1-00592-0080,125 WEST WASHINGTON PLACE,GREENWICH VILLAGE-WEST,D1  -ELEVATOR,30,1926,"17,688","853,977",48.28,"250,108",14.14,"603,868","4,899,000",276.97,0.3
1-00608-0074,169 WEST 12 STREET,GREENWICH VILLAGE-WEST,D4  -ELEVATOR,25,1922,"31,750","1,272,858",40.09,"330,835",10.42,"942,023","7,679,000",241.86,1-00612-0033,29 CHARLES STREET,GREENWICH VILLAGE-WEST,D3  -ELEVATOR,37,1914,"27,108","1,095,163",40.40,"433,999",16.01,"661,164","6,081,000",224.32,0.21,1-00624-0041,300 WEST 12 STREET,GREENWICH VILLAGE-WEST,D9  -ELEVATOR,54,1920,"34,872","1,386,859",39.77,"444,967",12.76,"941,893","9,588,000",274.95,0.29,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-00609-0001,41 7 AVENUE,GREENWICH VILLAGE-WEST,D4  -ELEVATOR,139,1961,"137,882","6,161,947",44.69,"1,893,120",13.73,"4,268,827","34,717,000",251.79,1-00611-0027,190 WAVERLY PLACE,GREENWICH VILLAGE-WEST,D5  -ELEVATOR,31,1926,"25,075","1,120,602",44.69,"344,280",13.73,"776,322","6,314,000",251.80,0.26,1-00590-0016,22 JONES STREET,GREENWICH VILLAGE-WEST,D7  -ELEVATOR,38,1940,"28,656","1,333,364",46.53,"341,866",11.93,"991,498","8,050,000",280.92,0.45,1-00573-0019,42 WEST 10 STREET,GREENWICH VILLAGE-CENTRAL,D7  -ELEVATOR,47,1917,"39,782","1,692,326",42.54,"712,496",17.91,"979,831","7,981,000",200.62,0.27
1-00609-0047,509 AVENUE OF THE AMERICAS,GREENWICH VILLAGE-WEST,D4  -ELEVATOR,102,1961,"94,144","4,517,029",47.98,"1,365,088",14.50,"3,151,941","25,571,000",271.62,1-00618-0033,48 7 AVENUE,GREENWICH VILLAGE-WEST,D6  -ELEVATOR,162,1931,"142,204","7,290,799",51.27,"2,170,033",15.26,"5,120,766","41,405,000",291.17,0.16,1-00611-0027,190 WAVERLY PLACE,GREENWICH VILLAGE-WEST,D5  -ELEVATOR,31,1926,"25,075","1,120,602",44.69,"344,280",13.73,"776,322","6,314,000",251.80,0.26,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-00609-0065,141 WEST 13 STREET,GREENWICH VILLAGE-WEST,C6  -WALK-UP,15,1910,"28,200","1,092,186",38.73,"327,684",11.62,"764,502","6,233,000",221.03,1-00618-0044,209 WEST 13 STREET,GREENWICH VILLAGE-WEST,C1  -WALK-UP,36,1900,"27,075","1,112,512",41.09,"438,344",16.19,"674,168","6,490,000",239.70,0.16,1-00615-0052,33 BANK STREET,GREENWICH VILLAGE-WEST,C1  -WALK-UP,29,1915,"20,832","765,368",36.74,"252,900",12.14,"512,467","4,573,000",219.52,0.21,1-00618-0046,213 WEST 13 STREET,GREENWICH VILLAGE-WEST,C1  -WALK-UP,24,1910,"13,000","503,490",38.73,"204,750",15.75,"298,740","3,911,000",300.85,0.16
1-00610-0048,140 WEST 10 STREET,GREENWICH VILLAGE-WEST,C6  -WALK-UP,40,1900,"19,725","1,158,647",58.74,"347,555",17.62,"811,092","6,511,000",330.09,1-00610-0069,19 CHRISTOPHER STREET,GREENWICH VILLAGE-WEST,C7  -WALK-UP,25,1900,"14,780","868,177",58.74,"229,681",15.54,"638,496","5,126,000",346.82,0,1-00611-0022,28 CHARLES STREET,GREENWICH VILLAGE-WEST,C7  -WALK-UP,24,1900,"12,074","737,721",61.10,"158,894",13.16,"578,828","4,636,000",383.97,0.07,1-00619-0070,226 WEST 4 STREET,GREENWICH VILLAGE-WEST,C7  -WALK-UP,21,1905,"12,420","683,348",55.02,"285,784",23.01,"397,564","3,205,000",258.05,0.16
