Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles
1-01511-0065,112 EAST 83 STREET,UPPER EAST SIDE (79-96),D4  -ELEVATOR,26,1929,"40,053","1,552,054",38.75,"529,901",13.23,"1,022,153","8,333,000",208.05,1-01510-0025,151 EAST 81 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,42,1910,"25,402","744,787",29.32,"302,284",11.90,"442,503","7,183,000",282.77,0.1,1-01491-0004,985 5 AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,47,1969,"102,053","3,954,554",38.75,"1,350,161",13.23,"2,604,393","48,620,000",476.42,0.25,1-01500-0053,1227 MADISON AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,98,1958,"117,340","4,623,196",39.40,"1,805,863",15.39,"2,817,333","36,615,000",312.04,0.32
1-01511-0069,975 PARK AVENUE,UPPER EAST SIDE (79-96),D4  -ELEVATOR,64,1929,"142,075","5,387,484",37.92,"1,908,067",13.43,"3,479,417","28,366,000",199.66,1-01510-0025,151 EAST 81 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,42,1910,"25,402","723,703",28.49,"307,364",12.10,"416,339","7,183,000",282.77,0.1,1-01491-0004,985 5 AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,47,1969,"102,053","3,869,850",37.92,"1,370,572",13.43,"2,499,278","48,620,000",476.42,0.25,1-01500-0053,1227 MADISON AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,98,1958,"117,340","4,525,804",38.57,"1,829,331",15.59,"2,696,473","36,615,000",312.04,0.32
1-01512-0001,983 PARK AVENUE,UPPER EAST SIDE (79-96),D4  -ELEVATOR,63,1927,"203,706","8,899,915",43.69,"3,220,592",15.81,"5,679,323","46,226,000",226.93,1-01510-0025,151 EAST 81 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,42,1910,"25,402","870,273",34.26,"367,821",14.48,"502,452","7,183,000",282.77,0.13,1-01500-0053,1227 MADISON AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,98,1958,"117,340","5,202,856",44.34,"2,107,426",17.96,"3,095,429","36,615,000",312.04,0.27,1-01491-0004,985 5 AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,47,1969,"102,053","4,458,696",43.69,"1,613,458",15.81,"2,845,238","48,620,000",476.42,0.28
1-01512-0025,151 EAST 83 STREET,UPPER EAST SIDE (79-96),D4  -ELEVATOR,80,1929,"93,924","3,343,694",35.60,"1,311,179",13.96,"2,032,515","16,570,000",176.42,1-01511-0033,1450 3 AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,94,1961,"147,534","5,197,623",35.23,"1,621,399",10.99,"3,576,224","29,131,000",197.45,0.05,1-01527-0028,1571 2 AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,182,1963,"189,612","7,472,609",39.41,"2,305,682",12.16,"5,166,927","42,125,000",222.16,0.15,1-01535-0023,1729 2 AVENUE,UPPER EAST SIDE (79-96),D7  -ELEVATOR,17,1925,"14,300","509,080",35.60,"199,628",13.96,"309,452","2,522,000",176.36,0.33
1-01512-0048,148 EAST 84 STREET,UPPER EAST SIDE (79-96),D4  -ELEVATOR,18,1930,"9,605","461,136",48.01,"134,854",14.04,"326,282","2,647,000",275.59,1-01513-0124,155 EAST 84 STREET,UPPER EAST SIDE (79-96),D9  -ELEVATOR,31,1925,"17,677","848,673",48.01,"248,185",14.04,"600,488","4,872,000",275.61,0.05,1-01529-0043,204 EAST 84 STREET,UPPER EAST SIDE (79-96),D6  -ELEVATOR,36,1920,"20,950","1,049,386",50.09,"196,511",9.38,"852,875","6,908,000",329.74,0.12,1-01547-0037,330 EAST 85 STREET,UPPER EAST SIDE (79-96),D7  -ELEVATOR,48,1920,"24,475","1,122,913",45.88,"347,056",14.18,"775,858","6,304,000",257.57,0.26
1-01512-0052,144 EAST 84 STREET,UPPER EAST SIDE (79-96),D4  -ELEVATOR,96,1962,"97,893","3,653,367",37.32,"1,110,107",11.34,"2,543,260","20,734,000",211.80,1-01511-0033,1450 3 AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,94,1961,"147,534","5,197,623",35.23,"1,621,399",10.99,"3,576,224","29,131,000",197.45,0.05,1-01527-0028,1571 2 AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,182,1963,"189,612","7,472,609",39.41,"2,305,682",12.16,"5,166,927","42,125,000",222.16,0.15,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-01512-0059,124 EAST 84 STREET,UPPER EAST SIDE (79-96),D4  -ELEVATOR,36,1924,"51,744","2,508,549",48.48,"888,444",17.17,"1,620,105","13,144,000",254.02,1-01510-0033,1430 3 AVENUE,UPPER EAST SIDE (79-96),D7  -ELEVATOR,23,1925,"24,793","1,050,479",42.37,"382,804",15.44,"667,675","8,869,000",357.72,0.13,1-01510-0020,1195 LEXINGTON AVENUE,UPPER EAST SIDE (79-96),D7  -ELEVATOR,61,1987,"78,874","3,987,081",50.55,"1,373,985",17.42,"2,613,096","30,209,000",383.00,0.13,1-01496-0021,1125 MADISON AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,46,1922,"113,052","5,480,761",48.48,"1,941,103",17.17,"3,539,658","29,188,000",258.18,0.11
1-01512-0062,114 EAST 84 STREET,UPPER EAST SIDE (79-96),D4  -ELEVATOR,37,1915,"57,491","2,594,569",45.13,"868,689",15.11,"1,725,880","14,036,000",244.14,1-01510-0025,151 EAST 81 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,42,1910,"25,402","906,851",35.70,"350,040",13.78,"556,812","7,183,000",282.77,0.13,1-01500-0053,1227 MADISON AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,98,1958,"117,340","5,371,825",45.78,"2,026,462",17.27,"3,345,363","36,615,000",312.04,0.27,1-01491-0004,985 5 AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,47,1969,"102,053","4,605,652",45.13,"1,542,021",15.11,"3,063,631","48,620,000",476.42,0.28
1-01512-0070,993 PARK AVENUE,UPPER EAST SIDE (79-96),D4  -ELEVATOR,54,1915,"128,388","7,103,708",55.33,"2,128,673",16.58,"4,975,035","40,070,000",312.10,1-01510-0025,151 EAST 81 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,42,1910,"25,402","1,150,965",45.31,"349,786",13.77,"801,179","7,183,000",282.77,0.13,1-01500-0053,1227 MADISON AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,98,1958,"117,340","6,492,422",55.33,"1,945,497",16.58,"4,546,925","36,615,000",312.04,0.27,1-01502-0052,46 EAST 91 STREET,UPPER EAST SIDE (79-96),D6  -ELEVATOR,28,1930,"46,718","2,743,281",58.72,"1,143,189",24.47,"1,600,092","13,050,000",279.34,0.36
1-01512-0123,1223 LEXINGTON AVENUE,UPPER EAST SIDE (79-96),D4  -ELEVATOR,61,1961,"120,034","4,228,798",35.23,"1,319,174",10.99,"2,909,624","23,702,000",197.46,1-01511-0033,1450 3 AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,94,1961,"147,534","5,197,623",35.23,"1,621,399",10.99,"3,576,224","29,131,000",197.45,0.05,1-01410-0033,177 EAST 75 STREET,UPPER EAST SIDE (59-79),D6  -ELEVATOR,103,1962,"186,802","8,075,450",43.23,"3,298,923",17.66,"4,776,527","38,875,000",208.11,0.41,1-01488-0045,500 EAST 77 STREET,UPPER EAST SIDE (59-79),D3  -ELEVATOR,427,1964,"530,809","14,910,425",28.09,"7,654,266",14.42,"7,256,159",107392000,202.32,0.65
1-01513-0005,103 EAST 84 STREET,UPPER EAST SIDE (79-96),D4  -ELEVATOR,34,1917,"51,184","2,319,147",45.31,"704,804",13.77,"1,614,343","13,129,000",256.51,1-01510-0025,151 EAST 81 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,42,1910,"25,402","1,150,965",45.31,"349,786",13.77,"801,179","7,183,000",282.77,0.17,1-01511-0033,1450 3 AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,94,1961,"147,534","5,197,623",35.23,"1,621,399",10.99,"3,576,224","29,131,000",197.45,0.14,1-01523-0034,1680 3 AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,281,1980,"242,157","11,538,781",47.65,"3,145,619",12.99,"8,393,162","68,094,000",281.20,0.51
1-01513-0009,119 EAST 84 STREET,UPPER EAST SIDE (79-96),D4  -ELEVATOR,38,1926,"48,387","2,057,899",42.53,"731,611",15.12,"1,326,288","10,804,000",223.28,1-01517-0058,1328 LEXINGTON AVENUE,UPPER EAST SIDE (79-96),D7  -ELEVATOR,60,1936,"64,344","2,916,714",45.33,"844,193",13.12,"2,072,520","21,718,000",337.53,0.2,1-01510-0033,1430 3 AVENUE,UPPER EAST SIDE (79-96),D7  -ELEVATOR,23,1925,"24,793","902,961",36.42,"331,730",13.38,"571,231","8,869,000",357.72,0.17,1-01496-0021,1125 MADISON AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,46,1922,"113,052","4,808,102",42.53,"1,709,346",15.12,"3,098,755","29,188,000",258.18,0.1
1-01513-0015,125 EAST 84 STREET,UPPER EAST SIDE (79-96),D4  -ELEVATOR,43,1928,"81,180","3,515,906",43.31,"1,418,215",17.47,"2,097,691","17,074,000",210.32,1-01510-0025,151 EAST 81 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,42,1910,"25,402","733,864",28.89,"306,348",12.06,"427,516","7,183,000",282.77,0.17,1-01511-0033,1450 3 AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,94,1961,"147,534","6,432,482",43.60,"2,258,746",15.31,"4,173,737","29,131,000",197.45,0.14,1-01524-0001,1225 PARK AVENUE,UPPER EAST SIDE (79-96),D3  -ELEVATOR,86,1925,"165,834","7,182,271",43.31,"2,897,120",17.47,"4,285,151","30,763,000",185.50,0.55
1-01513-0020,145 EAST 84 STREET,UPPER EAST SIDE (79-96),D4  -ELEVATOR,98,1963,"116,824","5,751,246",49.23,"1,787,407",15.30,"3,963,838","32,132,000",275.05,1-01514-0039,1524 3 AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,460,1967,"651,162","31,978,566",49.11,"10,626,964",16.32,"21,351,602",112916000,173.41,0.05,1-01516-0013,1290 LEXINGTON AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,123,1962,"151,184","7,442,788",49.23,"2,313,115",15.30,"5,129,673","34,240,000",226.48,0.18,1-01527-0028,1571 2 AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,182,1963,"189,612","9,630,393",50.79,"2,933,298",15.47,"6,697,096","42,125,000",222.16,0.19
1-01513-0062,120 EAST 85 STREET,UPPER EAST SIDE (79-96),D4  -ELEVATOR,12,1920,"19,818","802,629",40.50,"239,600",12.09,"563,029","4,590,000",231.61,1-01509-0064,108 EAST 81 STREET,UPPER EAST SIDE (79-96),D3  -ELEVATOR,17,1922,"32,383","1,311,512",40.50,"391,510",12.09,"920,001","7,501,000",231.63,0.2,1-01511-0008,115 EAST 82 STREET,UPPER EAST SIDE (79-96),D3  -ELEVATOR,38,1919,"50,592","2,156,231",42.62,"753,315",14.89,"1,402,916","11,418,000",225.69,0.1,1-01511-0021,147 EAST 82 STREET,UPPER EAST SIDE (79-96),D9  -ELEVATOR,42,1920,"26,880","1,065,792",39.65,"295,949",11.01,"769,843","6,276,000",233.48,0.14
1-01513-0066,106 EAST 85 STREET,UPPER EAST SIDE (79-96),D4  -ELEVATOR,20,1916,"37,030","1,683,754",45.47,"618,771",16.71,"1,064,983","8,654,000",233.70,1-01509-0066,104 EAST 81 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,48,1900,"40,632","1,877,605",46.21,"654,175",16.10,"1,223,430","8,758,000",215.54,0.2,1-01512-0044,15O EAST 84 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,64,1929,"36,935","1,666,877",45.13,"439,157",11.89,"1,227,719","11,123,000",301.15,0.1,1-01520-0033,169 EAST 91 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,53,1985,"33,443","1,520,653",45.47,"558,833",16.71,"961,821","8,912,000",266.48,0.35
1-01514-0001,1021 PARK AVENUE,UPPER EAST SIDE (79-96),D4  -ELEVATOR,32,1929,"124,648","7,422,788",59.55,"1,947,002",15.62,"5,475,787","43,926,000",352.40,1-01515-0046,152 EAST 87 STREET,UPPER EAST SIDE (79-96),D8  -ELEVATOR,59,2018,"154,952","9,227,392",59.55,"2,420,350",15.62,"6,807,041","54,767,000",353.44,0.11,1-01500-0053,1227 MADISON AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,98,1958,"117,340","6,492,422",55.33,"1,945,497",16.58,"4,546,925","36,615,000",312.04,0.18,1-01492-0015,1058 MADISON AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,72,1938,"104,209","6,212,941",59.62,"2,126,906",20.41,"4,086,035","32,777,000",314.53,0.32
1-01514-0008,111 EAST 85 STREET,UPPER EAST SIDE (79-96),D4  -ELEVATOR,162,1971,"211,406","10,204,568",48.27,"3,367,698",15.93,"6,836,870","55,469,000",262.38,1-01496-0021,1125 MADISON AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,46,1922,"113,052","5,245,613",46.40,"1,653,951",14.63,"3,591,662","29,188,000",258.18,0.11,1-01507-0050,1371 MADISON AVENUE,UPPER EAST SIDE (79-96),D7  -ELEVATOR,26,1902,"35,998","1,804,580",50.13,"474,814",13.19,"1,329,766","10,771,000",299.21,0.51,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-01514-0066,108 EAST 86 STREET,UPPER EAST SIDE (79-96),D4  -ELEVATOR,31,1924,"51,360","2,345,098",45.66,"877,229",17.08,"1,467,869","11,928,000",232.24,1-01510-0025,151 EAST 81 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,42,1910,"25,402","1,150,965",45.31,"349,786",13.77,"801,179","7,183,000",282.77,0.22,1-01584-0001,1658 YORK AVENUE,UPPER EAST SIDE (79-96),D3  -ELEVATOR,180,1963,"202,322","9,306,812",46.00,"4,123,322",20.38,"5,183,490","42,123,000",208.20,0.63,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-01514-0069,1035 PARK AVENUE,UPPER EAST SIDE (79-96),D4  -ELEVATOR,32,1926,"75,798","3,049,354",40.23,"863,339",11.39,"2,186,014","17,822,000",235.12,1-01515-0046,152 EAST 87 STREET,UPPER EAST SIDE (79-96),D8  -ELEVATOR,59,2018,"154,952","6,233,719",40.23,"1,764,903",11.39,"4,468,816","54,767,000",353.44,0.11,1-01502-0052,46 EAST 91 STREET,UPPER EAST SIDE (79-96),D6  -ELEVATOR,28,1930,"46,718","1,837,886",39.34,"785,797",16.82,"1,052,089","13,050,000",279.34,0.27,1-01492-0015,1058 MADISON AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,72,1938,"104,209","4,794,656",46.01,"1,697,565",16.29,"3,097,091","32,777,000",314.53,0.32
1-01515-0001,1045 PARK AVENUE,UPPER EAST SIDE (79-96),D4  -ELEVATOR,39,1923,"68,542","3,727,314",54.38,"1,432,528",20.90,"2,294,786","18,512,000",270.08,1-01500-0053,1227 MADISON AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,98,1958,"117,340","6,380,949",54.38,"2,452,406",20.90,"3,928,543","36,615,000",312.04,0.14,1-01502-0052,46 EAST 91 STREET,UPPER EAST SIDE (79-96),D6  -ELEVATOR,28,1930,"46,718","2,548,467",54.55,"1,012,846",21.68,"1,535,621","13,050,000",279.34,0.22,1-01491-0004,985 5 AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,47,1969,"102,053","5,484,328",53.74,"1,913,494",18.75,"3,570,834","48,620,000",476.42,0.41
1-01515-0008,115 EAST 86 STREET,UPPER EAST SIDE (79-96),D4  -ELEVATOR,62,1928,"107,788","4,167,084",38.66,"1,499,331",13.91,"2,667,753","21,749,000",201.78,1-01524-0001,1225 PARK AVENUE,UPPER EAST SIDE (79-96),D3  -ELEVATOR,86,1925,"165,834","6,014,799",36.27,"2,242,076",13.52,"3,772,724","30,763,000",185.50,0.44,1-01447-0005,311 EAST 72 STREET,UPPER EAST SIDE (59-79),D9  -ELEVATOR,131,1929,"121,234","4,975,443",41.04,"1,732,434",14.29,"3,243,010","26,420,000",217.93,0.79,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-01515-0070,1049 PARK AVENUE,UPPER EAST SIDE (79-96),D4  -ELEVATOR,39,1924,"78,613","4,274,975",54.38,"1,643,012",20.90,"2,631,963","21,232,000",270.08,1-01502-0052,46 EAST 91 STREET,UPPER EAST SIDE (79-96),D6  -ELEVATOR,28,1930,"46,718","2,548,467",54.55,"1,012,846",21.68,"1,535,621","13,050,000",279.34,0.22,1-01500-0053,1227 MADISON AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,98,1958,"117,340","6,380,949",54.38,"2,452,406",20.90,"3,928,543","36,615,000",312.04,0.14,1-01491-0004,985 5 AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,47,1969,"102,053","5,484,328",53.74,"1,913,494",18.75,"3,570,834","48,620,000",476.42,0.41
1-01516-0001,1065 PARK AVENUE,UPPER EAST SIDE (79-96),D4  -ELEVATOR,109,1973,"114,000","5,790,060",50.79,"2,080,500",18.25,"3,709,560","30,022,000",263.35,1-01516-0013,1290 LEXINGTON AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,123,1962,"151,184","8,083,808",53.47,"2,583,735",17.09,"5,500,074","34,240,000",226.48,0,1-01518-0024,1341 LEXINGTON AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,107,1960,"114,939","5,528,566",48.10,"2,230,966",19.41,"3,297,600","25,867,000",225.05,0.14,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-01516-0042,170 EAST 88 STREET,UPPER EAST SIDE (79-96),D4  -ELEVATOR,39,1980,"50,874","1,978,999",38.90,"592,173",11.64,"1,386,825","11,306,000",222.24,1-01517-0025,155 EAST 88 STREET,UPPER EAST SIDE (79-96),D3  -ELEVATOR,50,1976,"29,000","1,201,180",41.42,"223,880",7.72,"977,300","9,587,000",330.59,0.05,1-01518-0009,115 EAST 89 STREET,UPPER EAST SIDE (79-96),D3  -ELEVATOR,45,1924,"52,848","2,055,787",38.90,"615,151",11.64,"1,440,636","12,753,000",241.31,0.13,1-01512-0012,123 EAST 83 STREET,UPPER EAST SIDE (79-96),D3  -ELEVATOR,20,1960,"19,200","699,072",36.41,"271,104",14.12,"427,968","3,521,000",183.39,0.23
1-01516-0069,1075 PARK AVENUE,UPPER EAST SIDE (79-96),D4  -ELEVATOR,59,1922,"142,368","6,450,694",45.31,"1,960,407",13.77,"4,490,287","36,518,000",256.50,1-01500-0053,1227 MADISON AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,98,1958,"117,340","6,492,422",55.33,"1,945,497",16.58,"4,546,925","36,615,000",312.04,0.11,1-01510-0025,151 EAST 81 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,42,1910,"25,402","1,150,965",45.31,"349,786",13.77,"801,179","7,183,000",282.77,0.32,1-01524-0001,1225 PARK AVENUE,UPPER EAST SIDE (79-96),D3  -ELEVATOR,86,1925,"165,834","6,014,799",36.27,"2,242,076",13.52,"3,772,724","30,763,000",185.50,0.4
1-01517-0013,121 EAST 88 STREET,UPPER EAST SIDE (79-96),C6  -WALK-UP,15,1937,"10,065","476,678",47.36,"143,527",14.26,"333,152","2,705,000",268.75,1-01519-0043,166 EAST 91 STREET,UPPER EAST SIDE (79-96),C4  -WALK-UP,20,1930,"11,310","529,195",46.79,"190,913",16.88,"338,282","2,746,000",242.79,0.14,1-01535-0040,212 EAST 90 STREET,UPPER EAST SIDE (79-96),C4  -WALK-UP,16,1910,"8,825","417,952",47.36,"125,845",14.26,"292,108","2,371,000",268.67,0.21,1-01513-0041,176 EAST 85 STREET,UPPER EAST SIDE (79-96),C4  -WALK-UP,20,1910,"10,340","490,736",47.46,"170,196",16.46,"320,540","2,603,000",251.74,0.22
1-01517-0014,123 EAST 88 STREET,UPPER EAST SIDE (79-96),C6  -WALK-UP,15,1910,"9,860","466,970",47.36,"140,604",14.26,"326,366","2,650,000",268.76,1-01519-0043,166 EAST 91 STREET,UPPER EAST SIDE (79-96),C4  -WALK-UP,20,1930,"11,310","529,195",46.79,"190,913",16.88,"338,282","2,746,000",242.79,0.14,1-01535-0040,212 EAST 90 STREET,UPPER EAST SIDE (79-96),C4  -WALK-UP,16,1910,"8,825","417,952",47.36,"125,845",14.26,"292,108","2,371,000",268.67,0.21,1-01513-0041,176 EAST 85 STREET,UPPER EAST SIDE (79-96),C4  -WALK-UP,20,1910,"10,340","490,736",47.46,"170,196",16.46,"320,540","2,603,000",251.74,0.22
1-01517-0027,161 EAST 88 STREET,UPPER EAST SIDE (79-96),D4  -ELEVATOR,42,1937,"36,432","1,396,803",38.34,"576,354",15.82,"820,449","6,689,000",183.60,1-01553-0045,310 EAST 91 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,46,1925,"28,000","1,073,520",38.34,"442,960",15.82,"630,560","5,141,000",183.61,0.27,1-01551-0040,318 EAST 89 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,35,1940,"23,382","874,721",37.41,"244,342",10.45,"630,379","5,141,000",219.87,0.25,1-01509-0064,108 EAST 81 STREET,UPPER EAST SIDE (79-96),D3  -ELEVATOR,17,1922,"32,383","1,311,512",40.50,"391,510",12.09,"920,001","7,501,000",231.63,0.42
1-01517-0069,1095 PARK AVENUE,UPPER EAST SIDE (79-96),D4  -ELEVATOR,68,1930,"199,625","10,120,988",50.70,"3,669,108",18.38,"6,451,880","52,219,000",261.59,1-01393-0040,74 EAST 79 STREET,UPPER EAST SIDE (59-79),D3  -ELEVATOR,42,1899,"62,472","3,167,330",50.70,"1,115,125",17.85,"2,052,205","19,253,000",308.19,0.52,1-01426-9035,218 EAST 72 STREET,UPPER EAST SIDE (59-79),D3  -ELEVATOR,148,1975,"156,200","8,623,802",55.21,"2,725,690",17.45,"5,898,112","47,538,000",304.34,0.89,1-01584-0001,1658 YORK AVENUE,UPPER EAST SIDE (79-96),D3  -ELEVATOR,180,1963,"202,322","9,306,812",46.00,"4,123,322",20.38,"5,183,490","42,123,000",208.20,0.62
1-01518-0001,1105 PARK AVENUE,UPPER EAST SIDE (79-96),D4  -ELEVATOR,60,1923,"147,065","6,273,793",42.66,"2,247,153",15.28,"4,026,640","32,774,000",222.85,1-01500-0053,1227 MADISON AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,98,1958,"117,340","5,005,724",42.66,"1,792,955",15.28,"3,212,769","36,615,000",312.04,0.11,1-01502-0052,46 EAST 91 STREET,UPPER EAST SIDE (79-96),D6  -ELEVATOR,28,1930,"46,718","2,000,932",42.83,"750,291",16.06,"1,250,641","13,050,000",279.34,0.11,1-01491-0004,985 5 AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,47,1969,"102,053","4,288,267",42.02,"1,338,935",13.12,"2,949,332","48,620,000",476.42,0.54
1-01518-0049,1349 LEXINGTON AVENUE,UPPER EAST SIDE (79-96),D4  -ELEVATOR,71,1922,"112,398","5,825,588",51.83,"1,736,549",15.45,"4,089,039","33,067,000",294.20,1-01518-0033,1588 3 AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,100,1980,"81,837","3,942,088",48.17,"1,418,235",17.33,"2,523,853","20,476,000",250.20,0,1-01517-0058,1328 LEXINGTON AVENUE,UPPER EAST SIDE (79-96),D7  -ELEVATOR,60,1936,"64,344","3,569,805",55.48,"873,148",13.57,"2,696,657","21,718,000",337.53,0.11,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-01518-0061,114 EAST 90 STREET,UPPER EAST SIDE (79-96),D4  -ELEVATOR,41,1925,"54,997","2,475,965",45.02,"866,753",15.76,"1,609,212","13,087,000",237.96,1-01502-0052,46 EAST 91 STREET,UPPER EAST SIDE (79-96),D6  -ELEVATOR,28,1930,"46,718","2,008,407",42.99,"721,326",15.44,"1,287,081","13,050,000",279.34,0.11,1-01521-0020,145 EAST 92 STREET,UPPER EAST SIDE (79-96),D6  -ELEVATOR,49,1929,"85,924","4,111,463",47.85,"1,307,763",15.22,"2,803,700","13,801,000",160.62,0.18,1-01535-0023,1729 2 AVENUE,UPPER EAST SIDE (79-96),D7  -ELEVATOR,17,1925,"14,300","643,786",45.02,"225,368",15.76,"418,418","2,522,000",176.36,0.21
1-01518-0069,1111 PARK AVENUE,UPPER EAST SIDE (79-96),D4  -ELEVATOR,92,1925,"207,542","8,727,141",42.05,"2,442,769",11.77,"6,284,372","51,186,000",246.63,1-01500-0053,1227 MADISON AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,98,1958,"117,340","6,492,422",55.33,"1,945,497",16.58,"4,546,925","36,615,000",312.04,0.11,1-01518-0024,1341 LEXINGTON AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,107,1960,"114,939","4,833,185",42.05,"1,657,420",14.42,"3,175,765","25,867,000",225.05,0.09,1-01516-0013,1290 LEXINGTON AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,123,1962,"151,184","6,116,905",40.46,"1,917,013",12.68,"4,199,892","34,240,000",226.48,0.1
1-01519-0001,1125 PARK AVENUE,UPPER EAST SIDE (79-96),D4  -ELEVATOR,78,1926,"211,870","8,334,966",39.34,"3,286,104",15.51,"5,048,862","41,161,000",194.27,1-01502-0052,46 EAST 91 STREET,UPPER EAST SIDE (79-96),D6  -ELEVATOR,28,1930,"46,718","1,845,828",39.51,"761,036",16.29,"1,084,792","13,050,000",279.34,0.1,1-01500-0053,1227 MADISON AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,98,1958,"117,340","4,616,156",39.34,"1,819,943",15.51,"2,796,212","36,615,000",312.04,0.14,1-01491-0004,985 5 AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,47,1969,"102,053","3,949,451",38.70,"1,362,408",13.35,"2,587,044","48,620,000",476.42,0.59
